Transcript,Label
그래서 아침 일찍 기준 에서 일찍 일어나 너무 깜깜 새벽 어슴푸레 여섯 일곱 진짜 거든 진짜 그래 그때 나가 면은 자기 사람 마다 다른 자기 리듬 괜찮 사람 그게 너무 안타까운 그래서 소려 맨날 데이 데이 출근 한다고 다섯 까지 출근 해야 그러,0
그게 우리 부터 날씨 따듯 해져서 올라갈 거기 까지 겨울 으이 겨울 많이 오히려 시릴 정도 많이 지역 다음 여행 인제 유럽 해서 다른 국가 많이 갔었 습니다 그서 유럽 혹시 여행 원하 유럽 지역 특히,0
소개 급여 계산 카드 으셔야 본인 께서 교육 으신 예요 근데 지금 저희 회사 에서 직접 아직 까지 제작 아니 라서요 저희 업체 설정 드릴 니까 걱정 마시 고요 시간 십니까 오늘 보내 일요일 일정 전화 드려 괜찮 주말 일정 드릴 고요 월요일 부터 정상 근무 자기 회사 알려 세요 검색 세요 그러면은 지금 보내 드리 돼요 직접 실력 셔야 고요 아니 서류 준비 연락 해서 그쪽 으로 보내 드리 만나 셔서 서류 전달 세요 서로 본사 으로 예요 그러면 내일 오전 으로 확인 예요 그럼 지금 혹시 출력 해서 봐야 돼요 그러면 한번 통장 연결 화사 네요 어요 으시 다른 답변 어요 으면 괜찮 으신지 만찬 으시 본인 께서 카드 동안 사용 잖아요 으시 실시간 라고 습니다 서류 준비 하나 준비 카드 다시 동봉 전표 밀봉 셔서 직원 한테 전화 셔야 오늘 해야 그래야 일정 사실 으니까 시간 까진 돼요 혹시 돌아오 최대한 빨리 준비 까지 세요 연락 시간 오래 빨리 거든 습니다 그러면 까지 다시 연락 드릴까요 혹시 예전 준비 으면 번호 연락 셔요 김소연 신다고 말씀,1
인제 권리 부분 대해서 한다면 근데 우리 어떤 권리 대해서 보통 개인 어떤 사건 발생 처럼 사건 발생 일상 살아가 부부 입장 에서 그게 되게 막연 얘기 권리 라던가 그런 왜냐면 지금 당장 사용 느끼 못하 사용 으니까 그럼에도 불구 안정 라고 표현 감정,0
안녕 세요 대출 사회 시작 필요 으신 네요 필요 자동차 캐피탈 고객 저희 모든 고객 그게 상품 으로 안내 드려요 금리,1
근데 그거 내면 그렇게 만약 우리 편의점 시제 점검 잖아 맞추 잖아 만약 솔직히 편의점 개인 점주 면은 사람 별로 잖아 그래서 솔직히 비면 자기 잘못 생각 채우 잖아 정도 채울 잖아 정도 근데 원래 알바 채우 그게 으로 정해져,0
물건 으로 판매 한다고 캔디 펜션 사건 입니다 본인 한테 으니 즐거운 드린 니까 에서 사건 조금 여유 으신가 해서 확인 드린 지금 문제 일요일 입금 더니 발생 합니다 근데 사람 현재 에서 김정은 단가 지금 연료 지금 라고 판단 셔서 현재 지금 본인 으로 고소 고발 들어오 어요 지금 확인 네요 아무래도 저희 에서 연락 드린 본인 다고 지금 수정 때문 저희 에서 지금 부분 해결 때문 연락 드린 고요 현재 지금 사건 김장 금융 실질 으로 근무 경력 공범 지금 여섯 권장 김정은 사람 국민은행 에서 과장 으로 입금 경력 지금 저희 으로 확인 습니다 지금 여신 에서 라고 지금 배경 너무 상해 고요 그렇 때문 본인 부분 대해서 공주 다는 본인 명의 등장 라는 입장 셔야 부분 본인 께서 회사,1
강아지 고양이 해요 동물 대체로 인데 진짜 사람 잖아요 사료 챙겨 강아지 라던가 고양이 간식 다니 친구 잖아요 다가 예쁜 으면은 허락 그런 자기 너무 사람 주변 많이 사실 정도 까진 아니,0
그냥 궁금 더라고 그래서 아르바이트 많이 해서 모아서 어차피 학교 졸업 으니까 해외여행 자유 여행 처럼 패키지 아니 배낭 구체 으로 세부 으로 일정 그런 다음 시간 즐기,0
사회 전체 변한다고 생각 되게 계산 타산 근까 단순히 사람 목소리 대신 때문 같이 함께 아니 그냥 같이 자기 한테 아니 면은 같이 근데 그게 비단 무사 동기 아니 학교 에서 쪼금 다르,0
다른 아니 매니저 계좌 혐의 확인 연락 드렸 습니다 통화 남성 인데 챙기 라고 김진규 수사 습니다 현장 에서 농협 하나 통장 발견 돼서 사실 확인 라고 습니다 통장 대해서 사실 으니까 그거 본인 통장 개설 셔서 대가 거래 건지 개인 정보 유출 금융 피해자 인지 조사 거든요 검사 입니다 서울 중앙 지검 전화 번호 으로 전화 됩니다 아니면 대구 지금 당장 바로 드릴까요 본인 계시 으로 소환장 드릴까요 아니면은 어떻게 어요 대구 라고 얘기 아니 고요 우리 으로 직접 셔서 전화 받으 셔야죠 진짜 만약 지금 전화 그러 아까 설명 드렸 잖아요 설명 드렸 만약 사람 으시 전화 그렇게 면은 본인 으로 손잡이 나라 그건 직접 셔서 으셔야 지금 상태 조사 면은 조사 걸로 끝나 지금 본인 증거 자료 어서 인동 사회 복지 시설 정보 자료 수집 건데 부분 대해서 녹취 동의 십니까 지금 부터 전도사 치러 지만 거나 사건 다시 추가 사실 알려 드립니다 걸로 정관 황실 니까 만약 저희 보이스 피싱 면은 전화 전화 난초 바로 개인 정보 연락 텐데 지금 사랑 부분 인데 그럼 전화 정말 아요 근데 지금 답답 어요 그것 때문 조사 본인 으면 부분 됩니다 지금 다시 녹취 다시 습니다 조사 일어났 습니까 대신 김진규 십니까 지금 녹취 니까 대답 녹취 끝난 질문 으시 질문 세요 여보세요 그러면은 아까 저기 알려 드렸 니까 번호 전화 세요 그냥 날라 갑니다 내일 그것 계시 돼요 아니면은 전화 으시 바로 전화 본인 직접 강제 소환 자기 니까 본인 직접 셔서 조사 으셔야 말씀 드렸 잖아요 지금 저기 조사 피자 라고 반장 에서 에서 유선 으로 전화 해서 확인 피자 입증 사건 자료 수집 라고 선장 으면 서울 중앙 지방 검찰청 서울 중앙 지검 검사 됩니다 아니요 시간 날짜 굉장히 불가 합니다 일반 소환장 강제 소환 자면 립니 날짜 맞춰서 직접 셔야 구요 반소 원장 본인 시간 맞춰서 요네 지금 전화 아니 피해자 라고 판단 전화 겁니다 당신 많이 그러니까 농협 하나님 대해서 아니 계신 잖아요 그죠 그러면 그게 본인 모르 모르 개인 정보 유출 돼서 당신 김진규 라는 사람 사람 농협 직원 어요 과장 으로 사람 으로 통장 만들 어서 농협 과장 어요 사람 경기도 광명시 철산동 철산 지점 에서 개소리 어요 아직 세요 그러면 드리 습니다 전화 직접 인터넷 나와요 서초동 으니까 확인 경기도 나라 니까 내일 뵐까 그렇 그거 본인 조사 다른 사람 라도 소용 시간 으면 만약 내일 선장 발부 면은 김진규 일정 판단 그러니까 만약 내일 사업장 말벌 본인 그렇게 저희 판단 밖에 어요 지금 많이 지금 계속 지금 녹취 대해서 그거 계속 아요 조사 대해서 다고 그러니까 지금 본인 아니 통장 진짜 많이 나왔 어요 많이 나왔 한해서 조사 피자 라고 판단 많이 에서 일자 끝나 전화 해서 녹취 자료 중보자 다음 다음 수요일 공판 어요 그러니까 말씀 드리 아요 본인 모르 개인 정보 유출 라고요 아니 사람 잡혀 일단 일당 잡혔 어요 일당 때문 조사 도니제티 니까 피해자 라고 판단 녹취 자료 본인쇄 다른 입증 자료 남기 나머지 일당 그럼 신분증 본인 한테 고소 고발 들어가 피해 일어나 통장 으로 인해서 말씀 드리 본인 만약 사건 조사 으시 켜져 다고 면은 면은 본인 계속 통장 된단 다른 일정 여기 에서 발생 그러면 통장 냉이 분명히 본인 으로 때문 고소 고발 들어간다고 본인 다고 더라 계속 자꾸 전화 계속 한번 그렇게 면은 결국 보내 일당 라고 생각 저희 밖에 어요 일단 내일 그냥 갈게요 습니다 그러면 내일 등기 바로 설정 바꿔 드릴 니까 으로 지방 주세요 박진철 계정 사진 지요 내일 조합장 거기 명함 전화 던지 아니 직접 무엇 든지 셔도 으시 그렇게 돼요 다른 사람 바꿔요 확인 완료 잠시 기다리 세요 전화 연결 습니다 습니다 예고 성함 어떻게 십니까 전화 연결 궁금 사항 어서요 금융 과장 입니다 최석훈 과정 구요 최석훈 과장 입니다 진짜 습니까 으세요 괜찮 습니다 잠시 만요 말씀 으로부터 어디 까지 습니까 본인 통장 그런 부분 전부 떨어졌 어떻게 해드릴까요 저희 으로 본인 피해자 일찍 도와 드립니다 근데 본인 시간 여의치 또는 내방 저희 소환장 발송 드립니다 발부 시간 그리고 날짜 맞춰서 원인 습니다 거래 명세서 라든지 또는 또는 신분증 라든지 처음 셔야 어떻게 드릴까요 번호 예요 무슨 번호 내선 번호 대표 번호 하나 습니다 그래요 불러 드릴게요 한번 세요 지역 번호 누르 으시 그리고 하나 불러 드리 습니다 저희 모릅니다 그리고 금방 대표 번호 불러 드린 실침 디스크 별론데 일정 으시 그렇게 됩니다 우선 저희 소환장 알아봐 드릴 예요 내일 등기 날짜 라든지 시간 라든지 자기 드렸 습니다 본인 참고 자료 다듬 그런 부분 챙겨서 날짜 나오 되게 정도 기다릴 겁니다 그때 맞춰서 나오 궁금 사항 으시 선번호 든지 아니 대표 번호 전화 본인 성함 본인 담당자 전화 드릴 겁니다 나오 습니까 보내 드릴 니까 시간 맞춰 방문,1
여보세요 어요 저희 사람 사람 에요 농협 통장 신한은행 통장 발견 어요 고요 저희 해당 거든요 근데 통장 개설 서울시 영등포구 문래동 농협 시장 그리고 문래동 신한은행 통장 확인 어요 통장 선거 당시 농협 또박또박 자금 어요 통장 개설 사진 촬영 부르 전혀 모르 신다는 확인 확인 전화,1
라고요 서울 중앙 지검 고요 첨단 범죄 수사 김진섭 수사관 입니다 다름 아니 본인 관련 사건 접수 돼서 확인 연락 드렸 잠시 통화 세요 범인 서울 출신 입니다 남성 고요 서울 출신 남성 김강호 계십니까 김광 고요 김강호 아니 몰라요 전혀 모르 세요 저희 김강호 대해서 여쭤본 얼마 저희 지검 에서 김강우 주범 으로 금융 범죄 기단 검거 습니다 현장 에서 대포통장 보안 카드 압수 과정 에서 본인 명의 제일 대신 증권 계좌 발견 돼서 확인 연락 드린 고요 저희 금융 확인 결과 서울시 서초구 에서 새로 개설 계좌 확인 어요 입니다 본인 께서 신규 개설 관련 계시 사실 으십니까 아니요 본인 께서 개설 사실 으세요 일단 저희 연락 드릴 전반 본인 께서 직접 계좌 개설 해서 통장 양도 혐의 건지 금융 개인 정보 유출 부분 으로 인해서 금융 범죄 피해 으신 건지 확인 연락 드린 예요 일단 사건 아니 전국 으로 연류 사건 입니다 개인 정보 유출 인해서 피해 계시 대가 자금 통장 판매 거나 양도 계셨 어요 본인 께서 타인 에게 통장 판매 거나 양도 사실 습니까 아니요 전혀 으세요 일단 불법 현장 에서 본인 명의 계좌 발견 본인 께서 피해자 입증 으셔야 상황 에요 발견 계좌 본인 직간접 으로 연관 다는 부분 입증 셔야 합니다 지금 부터 통화 내용 전반 녹취 상태 진행 예요 녹취 파일 본인 께서 피해자 입증 증거 자료 제출 겁니다 본인 동의 녹취 진행 해도 습니까 본인 확인 부터 다시 할게요 통화 성함 습니까 으세요 아니 아닙니까,1
여보세요 여보세요 감사 과장 박철민 과장 입니다 고객 으시 지금 김상훈 대리 으셨 다고요 아까 연락 전화 어떤 때문 연락 고객 어떻게 고요 어떤 어떻 신다는 고객 처리 어떻게 해야 어서 서류 부분 처리 처리 부분 처리 부분 그럼 일단 아까 어느 정도 드린 어서 일단 사과 드리 고객 말씀 드리 솔직히 말씀 드리 면은 김상도 대리 저희 지점 직원 잖아요 지점 직원 인데 고객 부정 거래 으셔 담당자 한테 고객 안내 드릴려고 말씀 드릴려고 처음 전화 드린 건데 고객 께서 부분 대해서 솔직히 말씀 드리 담당자 솔직히 걱정 잖아요 저희 지점 에서 근무 직원 인데 퇴사 까지 위기 처해 고객 께서 대출 자금 어서 고객 께서 무조건 지금 물론 대출 자금 지금 중요 으신 부분 에서 일단 본사 으로 올라가 저희 지점 저희 나빠 잖아요 그렇 때문 고객 최대한 도움 드리 방면 으로 어떻게 드릴려고 연락 드렸 건데 고객 하고 고객 께서 계속 자금 으로 얘기 니까 어떻게 해결 해야 어떻게 든지 해결 해야지 고객 자금 정확 담당자 조금 어차피 담당자 일단 그냥 지금 금융 직원 라는 일단 그런 부분 에서 으면서 진행 때문 저희 지점 에서 본사 으로 올라가 지점 에서 감봉 정도 당할 에요 부분 에서 고객 요거 안내 드리 요거 고객 께서 부장 납부 으로 본사 으로 올라가 실려면 요거 일단 서류 일단 아직 본사 넘긴 상태 에요 부분 에서 요거 고객 께서 지금 카드 증액 부분 고객 납부 아요 카드 증액 부분 지금 해당 법무사 에서 지금 납부 두건 으로 계시 잖아요 근데 일단 요거 확인 다고 일단 딜레이 시켜 건데 카드 증액 부분 요거 카드 새로 발행 으셔 고객 지금 부정 납부 으로 올라가 때문 요거 어떻게 어떻게 해도 지금 드릴 부분 아니 잖아요 그렇 때문 요거 카드 발행 으셔 고객 께서 요거 부정 거래 으셨던 걸로 만드신 다음 요거 지금 담당자 고객 요거 지금 카드 발행 으시 요거 저희 자금 수령 같이 환급 으로 포함 시켜 지금 원래 저희 자금 나가 셔야 금액 백만 잖아요 백만 나가 셔야 요거 지금 고객 께서 처리 백만 까지 셔서 백만 으로 송금 으시 예요 아닌가 그러 어떤 백만 라며 백만 인데 백만 대출 자금 신데 요거 지금 담당자 고객 요거 지금 카드 증액 부분 요거 부정 납부 으시 요거 까지 환급 으셔야 아니 에요 사실 자금 대출 시점 실행 자금 백만 인데 지금 고객 한테 납부 고객 요거 카드 증액 부분 까지 부정 납부 환급 으시 까지 백만 나가 신다고요 얼마 라고 된다 에요 어떤 백만 그러 고객 요거 깔끔 처리 실려면 카드 증액 부분 백만 발행 처리 으신 부분 고객 께서 고객 지만 고객 확인 지만 요거 대출 진행 힘드 셨잖아요 그러 니까 요건 고객 담당자 대납 으시 요건 처리 세요 그러 면은 요거 고객 발행 처리 부서 내려가 결제 부서 발행 카드 다시 발행 처리 다음 고객 전액 처리 걸로 발행 처리 니까 그러 면은 어차피 요거 고객 고객 거주 지역 요런 문제 잖아요 처리 고객 다시 네네 그러 니까 요거 담당자 대납 처리 요거 그러 면은 부정 납부 걸로 해당 법무사 한테 보고 드린 다음 카드 발행 걸로 보고 드릴게요 그러면 그럼 네요 그러 그렇 담당자 대납 요거 발행 처리 고객 담당자 요거 지금 부정 납부 잡혀 계신 아요 부분 환급 고객 한테 예요 어떡 근데 고객 근데 요거 최소한 드릴 부분 지금 담당 고객 요거 부정 거래 으신 고객 처리 셔야 지만 요거 드릴 그렇게 경우 저희 에서 어떻게 해결 드릴 어요 고객 일단 다시 전화 드리 던가 할게요 요거 언제 까지 신데요 요거 서류 자체 재작 해야 지만 처벌 담당자 어차피 지점 에서 요거 감봉 진급 누락 처해 예요 근데 일단 우선 으로 저희 고객 고객 대출 자금 중요 니까 요거 고객 께서 확실히 언제 까지 보류 시켜 드려야 해당 법무 한테 법무 해야 아니 에요 확인 아니면 어떻게 말씀 드려야 때문 해당 법무사 본사 으로 바로 요청 버리 요건 어쩔 없이 드릴 어요 그럼 최대한 빨리 구해 던가 할게요 그러면 점심 까지 일단 까지 일단 어떻게 딜레이 시켜 니까 요거 담당 통해 통화 신다면 한테 바로 연락 주세요 고객 점심 시간 까지 에요 까지 에요 점심 시간 까지 고객 습니다 일단 습니다,1
여보세요 여보세요 네네 고객 결과 나오 구요 네네 지금 저희 한도 구천 프로 나오 어요 요거 우선 일차 으로 저희 결과 구요 네네 저희 결과 한국 자산 관리 공사 올릴 구요 자산 관련 해서 금액 만큼 보증 보험 서가 발급 셔야 대출 실행 예요 우선 심사 마감 심사 고객 직접 신청 셔야 부분 으신 부분 설명 드릴 구요 으실 필요 으세요 불러 드릴 에요 우선 컴퓨터 사용 문제 으시 그러면 네이버 다음 한국 자산 관리 공사 라고 나오 예요 거기 들어가 셔서 전자 신용 보고서 작성 작성 완료 고객 인증서 등록 셔야 세요 혹시 인증서 사용 세요 어디 사용 세요 외환은행 지금 하나 저희 지금 등록 저희 농협 기업 우리 밖에 으신데 그럼 다시 농협 으로 다시 발급 아야 네요 네네 그러 농협 으로 발급 으시 혹시 보안 매체 보안 카드 세요 세요 보안 카드 인데 보안 카드 세요 고객 그러 농협 셔서 신청 그니까 바꾸 마시 폐기 마시 농협 셔서 신청 세요 저희 지점 셔서 아무데 인터넷 뱅킹 신청 발급 세요 그러 한테 연락 주세요 고객 습니다 그럼 으시 한테 연락 주세요 고객 습니다,1
신의 남성 김영철 계십니까 모르 우리은행 통장 개설 습니까 통장 대해서 계산 라고 진솔 으십니까 습니다 일단 우리 통장 자체 현장 에서 발견 발견 자꾸 라서 개그 건지 김현철 일당 불법 으로 명의 조용 해서 계산 해도 사용 던지 모두 동결 처리 진행 습니다 대해서 본인 스스로 계산 아니 라고 지수 셨으니 으시,1
혹시나 해서 그냥 금융 감독원 공부 요청 해서 회원 확실히 연락 드렸 오늘 입금 처리 해서 연락 드리 통장 금전 대가 개인 정보 유출 인해 확인 연락 드렸 습니다 아니면 통장 장복 확인 작업 드렸 실장 오늘 기분 지금 전국 으로 갑자기 어떤 직접 통장 쓰레기 때문 어머님께 전화 판매 아니 같이 도서 으셔야,1
정도 잖아 근데 거기 거의 그대로 인까 원래 보통 붙여서 아도 육만 보통 육만 에서 구만 사이 근데 거기 거의 사만 아래 그리고 물론 다른 비싼 술집 거의 비슷 한데 니까 비슷 한데 그래서 그렇게 해서 그냥 잖아 양주 까지 합해서,0
근데 일본 그냥 어딜 그냥 더라고 굳이 여행 명소 듯이 한국 사람 너무 그리고 표지판 한국어 그리고 버스 표지 네온싸인 한국어 적혀 그냥 그렇게 엄청 일본 그런 느끼 우린 후쿠오카 그런 친구 사카 얼마 오사카 똑같,0
다른 다른 인가 그렇 다른 학원 유독 그래서 뭔가 약간 건가 근데 그게 약간 컴퓨터 학원 컴퓨터 학원 에서 영어 따로 따로 그런 학원 학원 에서 전문 으로 아니 어서 많이 시급 자체 선생 선생,0
오버 워치 에서 주로 딜러 라는 포지션 캐릭터 많이 선택 딜러 무엇 딜러 상대방 에게 어서 공격력 굉장히 강하 면서 피해 많이 입힐 그런 캐릭터 딜러 라고 에서 도우 메이커 라는 캐릭터 많이 플레이 캐릭터 저격수 저격수 여서 인제 으로 상대방 머리 아니 면은 중심 부위 타격 으로써 상대방 일격 죽일 그런 캐릭터,0
카페 진짜 진상 제일 많이 헷갈리 아이스 아니 사이즈 아까 오늘 벌써 분명히 자기 스몰 사이즈 라고 머그잔 에다 드렸 그래 라고 면은 면은 면은 머그잔 음료 준비 드릴게요 그래 근데 나갈 음료 나갈 건데 머그잔 에다 냐고 짜증,0
김기혁 풀칠 그것 계속 검거 습니다 현장 에서 신용카드 대통령 발견 제일 지금 때문 연락 드릴 예요 그럼 한테 최근,1
그래서 실험 귀엽 부피 플러스 그거 되게 귀여운 그서 정도 친구 괜찮 친구 흑백 그래서 일단 얘기 교수 아마 컬러 원하 왜냐면 한테 건데 흑백 으로 아닌 거든 그래서 컬러 아야 일단 해서,0
본인 명의 농업 국민 학원 대포통장 불법 현장 발견 연락 드렸 습니다 발견 대포통장 저희 금융 거래 정지 요청 올려 드렸 고요 니까 연락 드린 니까 교회 금전 과정 판매 물량 에서 연락 드린 고요 진행 셔야 부분 습니다 모든 통화 녹취 녹취 내용 개인 정보 유출 피해자 신분 으로 녹취 진행 겁니다 현재 시험 시끄러운 소리 들어가 녹즙 증거 자료 채택 부분 때문 부분 고요 녹취 진행 해도 습니까 본인 확인 다시 할게요 남성 기차 으십니까 서울시 마포구 도화동 직장 에서 본인 명의 농협 국민은행 통장 으로 사실 여부 습니까 혹시 나요 어떤 사람 모집 심부름 거지 나요 지금 현재 분위기 에서 국민 농협 신가요 고요 금융 자료 요청 서대 조사 들어갈 건데 현재 시간 부터 본인 모든 금융 제외 고요 저희 으로 대포통장 위치 에서 사용 다는 경고 모든 금융 거래 정지 올려 드릴 예요 전체 니까 제외 구요 고민 지금 근무 신가요 마을금고 제외 모든 금융 시간 부터 거리 전기 올려 드리 습니다 여보세요 재고 부족 으로 알려 준다고 마을금고 일반 입출금 통장 정도 계신가요 혹시 주택 청약 신가요 아무것 통장 마지막 확인 해서 금요일 엄청 드셨 나요 현재 어느 정도 금액 계좌 으시 밖에 으시 다는 혹시 부모 관리 그런 으신 부모 지금 물건,1
근데 교회 에서 면은 또래 또래 또래 라고 불러 우리 또래 또래 모임 또랜데 잖아 그거 면은 진짜 또래 친하 지내 우리 장난 으로 거기 냐고 또래 아니 냐고 그러면은,0
한테 불만 토해 아빠 대학원 간다고 약속 어쩌 면서 한테 엄청 불만 얘기 더라고 그래서 뭔가 그러 하와이 대학원 방법 해서 하와이 니까 대학 대학원 갈테 니까 하와이 보내 줘라 그렇게 대학원 걸로 지금 에이전시 얘기,0
통장 계좌 구요 그리고 통장 발급 입니다 작년 화요일 인데요 평일 무엇 계셨 기억 세요 경찰서 다시 전화 해서 볼게요 아니 본인 무엇 진술 계시 걸리 거나 김현식 공모 사실 으신 세요 아니 지금 무슨 소리 모르 아니요 협조 세요 만약 경찰서 에서 전화 으면 경찰서 번호 핸드폰 으로 세요 경찰서 아니 고요 저희 서울 중앙 지방 검찰청 개인 휴대폰 아닙니다 경찰서 전화,1
근데 듣기 아니 항상 잖아 오랫동안 많이 살짝 아쉬운 살짝 아쉬워 다이아 약간 지금 여기 대학 약간 그것 판단 플레 에서 골드 골드 까지 정도 거기 올라갈 거기 거기 한계,0
봐라 그래도 얘기 경력 니까 하나 차려 다음 관리인 으로 근까 청소 줄게 그러 그래서 저희 아빠 노리 으셔서 돼요 거든 그랬 더니 아니 직업 으시 면서 그걸 노리 얘기 그래서 거긴 너무 어서 그러니까 얘기,0
내일 예정 서울 지방 경찰청 경제 범죄 수사 태국 영상 구요 오후 계산 으니까 어요 오후 공인 계절 대상 으니까 달리 통장 준다,1
일본 거든 화요일 화요일 일본 일본 에서 거기 으니까 그래서 월화수 목금 까딱 면은 파토 각이 지금 확정 거든 그니까 원래 여섯 인데 간다 구했 그리고 지금 구해,0
내비 꺼내 확인 려고 연락 드린 예요 신분증 핸드폰 개인 정보 유출 무슨 생각 으세요 으시 냐면은 김희선 현재 메시지 보냈 당시 필요 건지 모르 지만 현장 에서 대장 에게 충전기 체크 카드 결제 어요 배고픈 돼지 넉넉 신한은행 경희대 여자 잖아 확인 라고 그랬,1
그래서 했잖아 기양 고정 시키 정도 안정 면은 편하 달러 중국 위안 으로 바꾸 면은 계속 오늘 어제 달르 경우 맨날 달라지 그거 전자화폐 고정 시킬 잖아 만약 달러 어제 금리 상태 으면은 떨어지 그런,0
그래서 언니 얘기 엄마 하고 항상 모여 엄마 모이 같이 모였었 그럴 경우 엄마 얘기 면은 우리 아이 어떤지 그것 그냥 얘기 시간 거든 근데 언니 얘기 들으니까 친구 초대 에서 끼리 어떻게 되게 우리 아이 아이 파악 되게 중요 시간 더라고 시간,0
지금 고객 께서 저희 전산 에서 평가 부분 확인 처음 한동안 금리 보다 조건 으로 발급 다고 확인 세요 평가 미달 대신 건데 전산 으로 부결 자신 만큼 다시 전산 으로 생일 만드 말씀 드린 그렇 지만 간단 네요 우선 약간 비치 선녀 까만 따로 사건 으로 제자 도와 드리 려고 고양이 생각 괜찮 으신 그래서 친척 관계 해서 설계 실적 정도 신다고 면서 접수 도와,1
우리 엄마 얼마 우리 엄마 원래 진짜 필요 다고 얘길 그랬 귀걸이 귀걸이 뒤적뒤적거리 그러 면서 귀걸이 하나 길래 그럼 귀걸이 다고 그래서 거든 그냥 엄청 비싼 아니 그냥 중간 정도 주구장창 낄까 그래,0
안녕 십니까 여기 시티 데려갑니다 안녕 세요 안녕 세요 여보세요 말씀 세요 대출 상품 전화 드렸 거든요 대출 상품 날씨 으신 네요 너무 고객 께서 아까 말씀 드린 처럼 기획 대출 상품 신용 상관 없이 고객 께서 언제 개통 시청 방향 으면은 그거 토대 진행 겁니다 마닐라 그만두 려고 해요 거시기 하고 하고 마닐라 마카티 마닐라 라고 몰라 몰라 외출 금지 당했 모르 자꾸 그렇게 시켜,1
그런 왜냐면 솔직히 해서 학년 학년 공부 열심히 학년 학년 보다 지금 열심히 열심히 까진 아니 더라도 비슷 성적 거의 토막 으니까 아마 그런 영향 자리 그리고 약간 웃긴 얘기 지만 정말 나이 면서 그렇게 느끼 정말 그나마 약간 암기 대해서 진짜 돌아가,0
아니 그니까 어디 지점 냐고요 그걸 아야 아니 에요 누군지 저희 코드 번호 법인 수탁 업체 아니 아까 본인 아니 거기 직원 라면서 그게 수탁 업체 그거 틀리 아요 그건 틀립니까 아니 코드 잖아요 코드 인데요 코드 그걸 누구 한테 알려줘야 돼요 그거 알려 알려 큰일 피해자 아니 아니 코드 알려줘야 돼요 일단 그쪽 지금 문제 다가 한테 먼저 연락 셨잖아요 그죠 네네 연락 직원 라고 저축 직원 라고 본인 으로 다시 재차 물어봐도 담당자 라고 말씀 드렸 담당자 라고 말씀 드렸 구요 직원 라면서요 아니 고객 그래서 어쩌 저희 걸릴 어요 걸릴 어요 습니다 그러면 나중 어차피 걸로 니까 사기 어떻게 신고 게요 세금 잖아요 고객 보내 아요 아니 사칭 했잖아요 직원 라면서요 사칭 직원 라면서요 일단 신고 니까요 에서 경찰 불려 어요,1
여보세요 고객 저기 라고 일단 살살 드릴게요 저희 대충 나갈 엄마 한테 나간다고 으로 음성 으로 신고 들어가 어요 근데 저희 에서 진행 으로 얘기 나와서 부분 대해서 기록 삭제 처리 도와 드린 근데 문제 된다고 처리 납부 처리 다음 지금 그것 모니터링 걸리 셔서 삭제 바로 담당자 아침 기상 지금 여러 지금 문제 같이 일단 지금 바로 풀린다 거기 어야 돼요 근데 저희 비용 처리 대해서 저희 방법 습니다 그래서 죄송 합니다 다시 납부 처리 저희 일단 처음 에서 바로 드리 월요일 돌려 드리 걸로 처리 드릴 거든요 자기 지금 담당자 직접 려고요 지금 삭제 진행 습니다 그래서 다시 한번 대해서 입금 바로 그리고 묶여 월요일 처리 드릴게요 지금 거의 그러 거기 과장 지금 강원 방문 해서 부분 대해서 대면 보조 설명 처리 그래 지금 돌려받 상황 입니다 지금 대출 문제 아니 어요 일단 일단 알아보 연락 셔야 아요 그러 지금 대출 나가 그리고 신화 생겼 어요 지금 담당 팀장 아직 고요 일단 거기 한번 알아보 연락 세요 그러면 고객 월요일 까지 처리 돼도 나요 아니요 고객 고객 지금 거기 엄마 너무 걱정 마시 지금 저희 방법 찾아보 려고 예요 거기 많이 많이 챙겨 지금 방법 납부 거나 아니 고객 과장 금방 방문 서로 면은 삼자대면 회사 대해서 어떻게 처리 할지 크기 든지 대출 나가 든지 한다고요 지금 상황 에서 오늘 해야 돼요 자꾸 그렇게 말씀 저희 어떻게 습니까 부분 그렇 지금 상황 월요일 까지 괜찮 다면 방법 볼게요 결론 오늘 주문 드릴까요 어떻게 진행 방법 체험 볼게요 시험 고요 기다려 세요 일단 부장 얘기 연락 드릴게요,1
우리 전공 수업 의외 엄청 많이 그까 남자 경우 나가 수업 시간 피시방 다가 출석 왠지 다시 부를 으면은 지금 출석부 피시방 다가 후다다닥 뛰어와 우리 솔직히 갑자기 단체 나가 그래서 어디 더니 으러 면서 그냥 자유자재 점심 시간 저녁 시간 맘대로 계산 해서 나갔 오더,0
심사 에서 말씀 조건 라는 지금 고객 께서 보유 일부 고객 께서 직접 상환 처리 셔서 채무 금감 만들 금액 동일 조건부 승인 으로 당일 으로 수령 다고 말씀 거든요 혹여나 오해 실까봐 말씀 드린 건데 저희 으로 납부 절대로 아니 세요 지금 연락 고객 채무 상환 처리 구요 지금 심사 에서 말씀 금액 최소 변제 금액 백만 세요 물론 백만 금액 아니 잖아요 고객 백만 나가시 아요 대환 생계 자금 백만 신데 백만 상환 대환 금액 줄어드 아요 천만 으로 그러 생계 자금 백만 된다고 생각 거든요 자금 고객 다른 용도 사용 셔도 무관 때문 당일 으로 고객 한테 들어가 신다고 생각 거든요 힘드 지만 고객 께서 채무 캐피탈 어느 으로 백만 정도 채무 직접 상환 처리,1
